sentence	author	title	allusion	variation_number	allusion_index	transformed_allusion
一二二三子，平目复仰视。	慧寂	偈 其四		0		
分作屯之蹇，那知困亦亨。	元稹	答姨兄胡灵之见寄五十韵		0		
山禽连夜叫，兼雨未尝休。	吴融	雨后闻思归乐二首 其一		0		
俟君之北，携手同归。	临淄县主	与独孤穆冥会诗 其六 县主请迁葬诗		0		
日月浮生外，乾坤大醉间。	杜荀鹤	送九华道士游茅山		0		
吟成独坐荒苔上，閒看蜗牛学篆书。	无名氏	平盖山		0		
兰汤备浴传荆俗，水马浮江吊屈魂。	无名氏	无名氏之散句		0		
凭君吟此句，题向望涛楼。	白居易	寄题馀杭郡楼兼呈裴使君		0		
风雷飒万里，霈泽施蓬蒿。	杜甫	大雨		0		
从来东道意，无见不相留。	王渐	缺题		0		
慰远时问程，惊昏忽摇策。	王建	早发金堤驿		0		
缲丝鸣机杼，百里声相闻。	李白	赠清漳明府侄聿		0		
乐思回斜日，歌词继大风。	宋之问	奉和幸长安故城未央宫应制		0		
舴艋猿偷上，蜻蜓燕竞飞。	司空图	杂题九首 其八		0		
旧丘岂税驾，大厦倾宜扶。	杜甫	别张十三建封		0		
布重绵且厚，为裘有馀温。	白居易	新制布裘		0		
拜手明光殿，摇心上林苑。	杜审言	送和西蕃使		0		
何处夜行好，月明白笴陂。	李白	游秋浦白笴陂二首 其一		0		
世间若修道，一切尽不妨。	慧能	修行颂		0		
泛舟次岩壑，稽首金仙堂。	王武陵	宿慧山寺		0		
君坐稍解颜，为君歌此篇。	李白	送杨燕之东鲁		0		
杂卉三冬绿，嘉禾两度新。	丁儒	归閒诗二十韵		0		
与君定交日，久要如弟兄。	白居易	寓意诗五首 其三		0		
明星玉女备洒扫，麻姑搔背指爪轻。	李白	西岳云台歌送丹丘子		0		
湖岸多欹石，石下流寒泉。	元结	石鱼湖上作		0		
不可无雷霆，间作鼓增气。	杜甫	雨		0		
泪沾双袖血成文，不为悲身为别君。	元稹	送致用		0		
片云想有神仙出，回野应无鬼魅形。	可朋	中秋月		0		
飞禽虽失树，流水长思壑。	李端	长安书事寄薛戴		0		
惜彼落日暮，爱此寒泉清。	李白	游南阳清泠泉		0		
见尔复几朝，俄然告将离。	李白	泾川送族弟錞		0		
河山毓瑞，带砺钟英。	皮光业	屠将军墓词		0		
一朝逢糺谬，三省竟无虞。	沈佺期	移禁司刑		0		
满身沙虱无防处，独脚山魈不奈何。	元稹	酬乐天得微之诗知通州事因成四首 其三		0		
顷刻势稍止，尚自倾蔌蔌。	皮日休	吴中苦雨因书一百韵寄鲁望		0		
风日燥水田，水涸尘飞起。	白居易	杂兴三首 其二		0		
龙渠之右，凤城之东。	李潓	光禄卿王公墓志铭		0		
麒麟遐步，终日不踠。	李华	其四 陈留老父		0		
琥珀酒兮彫胡饭，君不御兮日将晚。	王维	登楼歌		0		
锦翼鲜，金毳软。	毛文锡	喜迁莺		0		
悠悠生死别经年，魂魄不曾来入梦。	白居易	长恨歌		0		
野积九江润，山通五岳图。	宋之问	洞庭湖		0		
莫道芳蹊尽成实，野花犹有未开丛。	吴融	涂中阻风		0		
禊饮传旧俗，古今欢此辰。	李适	贞元六年春三月庚子百寮宴于曲江亭上赋诗以赐之		0		
春来得病夏来加，深掩妆窗卧碧纱。	王涣	悼亡		0		
自有两儿郎，挥洒亦莫比。	杜甫	奉先刘少府新画山水障歌		0		
希世无高节，绝迹有卑栖。	王维	座上走笔赠薛璩慕容损		0		
乡国未知何所在，路逢相识问看看。	佚名	晚秋登城之作 其二		0		
内黄外白结凝酥，一颗圆明汞珠。	吕岩	西江月 其五		0		
前日解侯印，泛舟归山东。	岑参	东归发犍为至泥溪舟中作		0		
家遥楚国寄，帆对汉山飞。	李频	送太学吴康仁及第南归		0		
八咏楼中坦腹眠，五侯门下无心忆。	任华	寄李白		0		
永日无人到，时看独鹤还。	皎然	题湖上兰若示清会上人		0		
珠翠混花影，管弦藏水声。	白居易	六年寒食洛下宴游赠冯李二少尹		0		
贫闲日高起，门巷昼寂寂。	白居易	昭国闲居		0		
鼓吹青林下，时闻祭武侯。	李频	送友人游蜀		0		
回头命僮御，向我色踟蹰。	元稹	苦雨		0		
三珠并一珠，驴马没人驱。	太白山神	语		0		
身执金吾贵，时遭宝运昌。	皎然	因游支硎寺寄邢端公		0		
东海钓鳌鳌不食，南山坐石石欲烂。	皎然	寓言		0		
叹息是游子，少年还白头。	杜牧	秋日偶题		0		
一辞仙姥长昏醉，方朔留言尽记无。	李郢	读《汉武内传》		0		
文之为大，言不可已。	于邵	词场箴		0		
返旆收龙虎，空营集鸟乌。	李峤	安辑岭表事平罢归		0		
君听月明人静夜，肯饶天籁与松风。	吴融	阌乡寓居十首 蛙声		0		
乃飨祖祢，牲牢黍稷。	白居易	淮南节度使检校尚书右仆射赵郡李公家庙碑铭		0		
明月照君席，白露沾我衣。	白居易	狂歌词		0		
历历闻仙署，泠泠出建章。	无名氏	尚书郎上直闻春漏		0		
有时有君，将排垢氛。	沈回	武侯庙碑铭		0		
幽谷添诗谱，高人欲制篇。	朱放	竹		0		
出谷一年馀，常疑十年别。	李德裕	怀山居邀松阳子同作		0		
秋来转觉此身衰，晨起临阶盥漱时。	白居易	新秋早起有怀元少尹		0		
无日不来湘渚上，有时还在镜湖中。	皮日休	鸳鸯二首 其二		0		
四时佳境不可穷，彷佛直与桃源通。	何敬	题吉州龙溪		0		
捧日即应还禁卫，当春何惜醉朐阳。	李中	海上和柴军使清明书事		0		
自笑不归看石榜，谁高无事弄苔泉。	皎然	荅李侍御问		0		
持来玩未足，花向手中老。	白居易	寄情		0		
雪似鹅毛飞散乱，人披鹤氅立裴回。	白居易	酬令公雪中见赠讶不与梦得同相访		0		
厌上乌桥送别频，湖光烂熳望行人。	皎然	送大宝上人归楚山		0		
假使得七十，祗有五度春。	白居易	春游		0		
兰亭名景在，踪迹未为孤。	虚中	经贺监旧居		0		
阴媱果决用心除，尸鬼因循为汝祸。	吕岩	赠刘方处士		0		
奄有天下，斯焉定功。	吕温	成皋铭		0		
今朝日阳裹，梳落数茎丝。	白居易	白发		0		
洞房三五夕，金釭凝焰灭。	李群玉	感兴四首 其三		0		
扬马激颓波，开流荡无垠。	李白	古风 其一		0		
华表当蟾魄，高楼挂玉绳。	元稹	纪怀赠李六户曹崔二十功曹五十韵		0		
止不必广，惟心之适。	皮日休	静箴		0		
苦吟吟不足，争忍话离群。	杜荀鹤	浙中逢诗友		0		
鹏霄开羽翼，凤阙演丝纶。	李中	献中书潘舍人		0		
百忧非我所，三乐是吾师。	白居易	不与老为期		0		
紫袖红弦明月中，自弹自感闇低容。	白居易	夜筝		0		
楚客难酬郢中曲，吴公兼占洛阳才。	白居易	和河南郑尹新岁对雪		0		
忽看皮寝处，无复睛闪烁。	杜甫	遣兴五首 其四		0		
借问夔州压何处，峡门江腹拥城隅。	杜甫	夔州歌十绝句 其十		0		
衔恩期报主，授律远行师。	岑参	奉和杜相公初发京城作		0		
何处愁杀人，归鞍雪中道。	戎昱	湖南雪中留别		0		
看看打破东平苑，犹舞庭前玉树花。	汪遵	破陈		0		
六幅故牢健，知君恣笔踪。	大愚	乞荆浩画		0		
啼久艳粉薄，舞多香雪翻。	李商隐	小桃园		0		
我今远游子，飘转混泥沙。	杜甫	柴门		0		
清想属遥夜，圆景当空林。	皎然	晚冬废溪东寺怀李司直纵		0		
物外两寂寞，独与玄冥均。	吴筠	其三 许先生		0		
随所适，无处觅。	吴融	赠方干处士歌		0		
栖迟养老，寂寞何为。	王绩	太公钓渭滨赞		0		
走马台边人不见，拂云堆畔战初酣。	王涯	秋思赠远二首 其二		0		
楚云伤远思，秦月忆佳游。	皎然	兵后送姚太祝赴选		0		
狂猿自伏何须炼，野马亲调不着鞭。	吕岩	七言 其七十五		0		
迥起来应近，高飞去自遥。	李端	白鹭咏		0		
骨鍊体弥清，鉴明尘已绝。	吴筠	游仙二十四首 其十八		0		
翻飞时共乐，饮啄道皆安。	李频	省试振鹭		0		
休怪儿童延俗客，不教鹅鸭恼比邻。	杜甫	将赴成都草堂途中有作先寄严郑公五首 其二		0		
随风乱鸟翅，汎水结鱼鳞。	于季子	咏云		0		
饮酒是痴报，如人落粪坑。	王梵志	题阙 其七十七		0		
诚知亦有来年会，保得晴明强健无。	白居易	八月十五日夜同诸客玩月		0		
从今遇明代，善恶亦须论。	王建	寄崔列中丞		0		
竟杂霸者道，徒称帝者师。	白居易	其五 答四皓庙		0		
池上日相待，知君殊未回。	岑参	虢州南池候严中丞不至		0		
夐无禽影，寂无人音。	吴融	风雨吟		0		
宁氏舅甥俱寂寞，荀家兄弟半沦亡。	元稹	赠吴渠州从姨兄士则		0		
烟尘不敢飞，白草空皑皑。	岑参	使交河郡郡在火山脚其地苦热无雨雪献封大夫		0		
临水兴不尽，虚舟可同嬉。	皎然	独游二首 其二		0		
终日南山对，何时渭水回。	李嘉祐	故吏部郎中赠给事中韦公挽歌二首 其二		0		
俗耳惊大言，逢人少开口。	元稹	说剑		0		
妻即赤体行，寻常饥欲死。	缺名一	五言白话诗 其四		0		
先天地生，备全道德。	杜光庭	老君赞		0		
玉条流逸响，从容灵妙话。	无名氏	道藏歌诗 其五十五		0		
土宜悲坎井，天怒识雷霆。	李商隐	酬令狐郎中见寄		0		
吴宫火煹，𤏡道兵来。	李商隐	梓州道兴观碑铭		0		
心如大海无边际，口吐红莲养病身。	希运	答裴相国休		0		
秋色上庭枝，愁怀切向谁。	杜荀鹤	秋日旅舍卧病呈所知		0		
唱仁而战，可至武汤。	皮日休	新城三老董公赞		0		
龙山不可望，千里一裴回。	李益	立春日宁州行营因赋朔风吹飞雪		0		
纵忙无苦事，虽病有心情。	白居易	和元少尹新授官		0		
文昌宫中赐锦衣，长安陌上退朝归。	李颀	杂曲歌辞 缓歌行		0		
披豁惭深眷，暌离动素诚。	李商隐	送千牛李将军赴阙五十韵		0		
化演无为日，言昭有象初。	不详	郊庙歌辞 太清宫乐章 序入破第一奏		0		
春光欲暮，寂寞闲庭户。	毛熙震	清平乐		0		
浙水梦怀千里远，苏台愁望白云多。	牟融	邵公母		0		
瘦倚青竹杖，炉峰指欲归。	李咸用	送钱契明尊师归庐山		0		
未极林泉赏，参差落照斜。	王茂时	晦日宴高氏林亭		0		
不算菩提与阐提，惟应执著便生迷。	司空图	与伏牛长老偈二首 其一		0		
胡人琵琶弹北风，汉家音信绝南鸿。	李如璧	明月		0		
层城重鼓角，甲士如熊罴。	岑参	过梁州奉赠张尚书大夫公		0		
云心杳杳难为别，鹤性萧萧不可留。	栖白	赠识古法师		0		
天上故人皆自贵，山中明月独相亲。	牟融	赠杨处厚		0		
左南桥上见河州，遗老相依赤岸头。	吕温	题河州赤岸桥		0		
益算更希沾上药，今朝第七十重阳。	司空图	白菊六首 其五		0		
舍此欲焉往，人间多险艰。	白居易	香炉峰下新置草堂即事咏怀题于石上		0		
随山起馆宇，凿石营池台。	李白	过汪氏别业二首 其二		0		
中庭地白树栖鸦，冷露无声湿桂花。	王建	十五夜望月寄杜郎中		0		
缑山连嵩岑，近带洛阳陌。	宋之问	缑山诗		0		
忧愁方破坏，欢喜重补塞。	朱昼	喜陈懿老示新制		0		
忽惊屋里琴书冷，复乱檐边星宿稀。	杜甫	见萤火		0		
嗟魑魅兮淫厉，自古昔兮崇祭。	元结	演兴四首 招太灵		0		
亚相何年镇百蛮，生涯万事瘴云间。	戎昱	哭黔中薛大夫		0		
脉脉复脉脉，美人千里隔。	白居易	古意		0		
忆昨看君朝未央，鸣珂拥盖满路香。	岑参	卫节度赤骠马歌		0		
手把杨枝临水坐，闲思往事似前身。	白居易	临水坐		0		
醒者多苦志，醉者多欢情。	白居易	效陶潜体诗十六首 其十三		0		
征夫不遑息，学者沦素志。	杜甫	题衡山县文宣王庙新学堂呈陆宰		0		
明庭展礼，为龙为光。	不详	郊庙歌辞 周朝飨乐章 忠顺		0		
喜结海上契，自为天外宾。	李白	詶王补阙惠翼庄庙宋丞泚赠别		0		
雪花翻海鹤，波影倒江枫。	包佶	酬于侍郎湖南见寄十四韵		0		
神物爰止，灵晖载扬。	不详	郊庙歌辞 朝日乐章 雍和		0		
今春新太守，洒埽施帘帏。	白居易	严十八郎中在郡日改制东南楼因名清辉未立标榜徵归郎署予既到郡性爱楼居宴游其间颇有幽致聊成十韵兼戏寄严		0		
若非杯酒里，何以寄天真。	李敬方	劝酒		0		
春风正澹荡，暮雨来何迟。	李白	相逢行		0		
穷通行止长相伴，谁道吾今无往还。	白居易	琴茶		0		
栉沐事朝谒，中门初动关。	白居易	和微之诗二十三首 和栉沐寄道友		0		
地虽当北阙，天与设东溪。	李建勋	赋得冬日青溪草堂四十字		0		
得道凡百岁，烧丹惟一身。	李颀	寄焦鍊师		0		
可集呈瑞凤，堪藏行雨龙。	李商隐	李肱所遗画松诗书两纸得四十韵		0		
应念覆盆下，雪泣拜天光。	李白	狱中上崔相涣		0		
来时将得几多雁，到处愁他无限人。	李山甫	秋		0		
布衣委草莽，偶去非吾穷。	白居易	闻庾七左降因咏所怀		0		
海崖归有业，天目近何峰。	李频	送吴秘书归杭州		0		
白帝城边足风波，瞿塘五月谁敢过。	李白	杂曲歌辞 荆州歌		0		
今朝一酌临寒水，此地三回别故人。	白居易	履信池樱桃岛上醉后走笔送别舒员外兼寄宗正李卿考功崔郎中		0		
自从苦学空门法，销尽平生种种心。	白居易	闲吟		0		
若无青嶂月，愁杀白头人。	杜甫	月三首 其一		0		
今朝北里哭，哭声又何切。	白居易	闻哭者		0		
衣斑梅雨长须熨，米涩畬田不解锄。	白居易	得微之到官后书备知通州之事怅然有感因成四章 其二		0		
台香红药乱，塔影绿篁遮。	宋之问	游法华寺		0		
白须吟丽句，红叶吐朝阳。	朱庆馀	贺张水部员外拜命		0		
远目穷巴汉，闲情阅古今。	羊士谔	书楼怀古		0		
上言阳公行，友悌无等夷。	白居易	其二 和阳城驿		0		
且探虎穴向沙漠，鸣鞭走马凌黄河。	李白	留别于十一兄逖裴十三游塞垣		0		
陆公馀德机云在，如我酬恩合执鞭。	杜牧	怀钟陵旧游四首 其一		0		
一玩九藏冷，再闻百骸醒。	皮日休	公斋四咏 新竹		0		
红颜岁岁老金微，砂碛年年卧铁衣。	王烈	塞上曲二首 其一		0		
驾鹤乘龙役鬼神，反笑桑田数回换。	还阳子	识铅汞歌 其一		0		
鹰翅疾如风，鹰爪利如锥。	白居易	放鹰		0		
遐想云外寺，峰峦渺相望。	元稹	玉泉道中作		0		
老牛瞪不行，力弱谁能鞭。	皮日休	鲁望昨以五百言见贻过有褒美内揣庸陋弥增愧悚因成一千言上述吾唐文物之盛次叙相得之欢亦迭和之微旨也		0		
摧枯烁雪，应鼓如截。	吕温	其八 李卫公靖		0		
耻息恶木阴，难书剑歌意。	李群玉	登宜春醉宿景星寺寄郑判官兼简空上人		0		
根柯洒芳津，采服润肌骨。	李白	答族侄僧中孚赠玉泉仙人掌茶		0		
更深尚有通樵处，或是秦人未可知。	皮日休	虎丘寺西小溪闲泛三绝 其二		0		
铜铙月斥，铁辋星悬。	王勃	乾元殿颂		0		
岂不惜贤达，其如高尚心。	李隆基	送贺知章归四明		0		
诸将已茅土，载驱谁与谋。	杜甫	遣兴三首 其二		0		
凤舞龙璈奏，虬轩殊未回。	吴筠	游仙二十四首 其十五		0		
长吏明知不申破，急敛暴徵求考课。	白居易	新乐府 杜陵叟 伤农夫之困也		0		
黠吏因封己，公才或守雌。	杜甫	赠崔十三评事公辅		0		
前贤多晚达，莫叹有霜须。	李中	书王秀才壁		0		
僮仆使来传语熟，至今行酒校殷勤。	王建	书赠旧浑二曹长		0		
滋兰依旧畹，接果著新行。	王绩	春日还庄		0		
玉管清弦声旖旎，翠钗红袖坐参差。	白居易	与牛家妓乐雨后合宴		0		
皇汉十二帝，唯帝称睿哲。	李贺	感讽五首 其二		0		
高楼鼓绝重门闭，长为抛回恨解衣。	李建勋	醉中惜花更书与诸从事		0		
炎蒸安敢勌，虫豸何时无。	元稹	苦雨		0		
不作关河梦，空闻砧杵声。	李中	依韵和友人秋夕见寄		0		
从容恣语言，缥缈离文字。	白居易	题道宗上人十韵		0		
夜疑关山月，晓似沙场雪。	吕温	道州城北楼观李花		0		
又及悬车岁，筋力转衰弱。	白居易	官俸初罢亲故见忧以诗谕之		0		
一之已叹关于命，三者何堪并在身。	白居易	诗酒琴人例多薄命予酷好三事雅当此科而所得已多为幸斯甚偶成狂咏聊写愧怀		0		
王事贤劳閒未得，趣归猿鹤莫相猜。	吴璋	游南雁荡		0		
回风城西雨，返景原上村。	王维	瓜园诗		0		
可怜千里梦，还是一年秋。	杜牧	牧陪昭应卢郎中在江西宣州佐今吏部沈公幕罢府周岁公宰昭应牧在淮南縻职叙旧成二十二韵用以投寄		0		
涤濯临清济，巉岩倚碧嵩。	李商隐	今月二日不自量度辄以诗一首四十韵干渎尊严伏蒙仁恩俯赐披览奖踰其实情溢于辞顾惟疏芜曷用酬戴辄复五言四十韵诗献上亦诗人咏叹不足之义也		0		
庶使孝子心，皆无风树悲。	白居易	赠友五首 其五		0		
国事皆须救未然，汉家高阁漫凌烟。	司空图	有感		0		
方水晴虹媚，常山瑞马新。	李峤	玉		0		
残莺意思尽，新叶阴凉多。	白居易	青龙寺早夏		0		
但令乐不荒，何必游无倨。	白居易	和微之诗二十三首 和三月三十日四十韵		0		
月锁名园孤鹤唳，川酣秋梦凿龙声。	杜牧	洛阳长句二首 其二		0		
掌里承来露，盘中钓得鲈。	元稹	春分投简阳明洞天作		0		
遂使君子心，不爱凡丝竹。	白居易	和微之诗二十三首 和顺之琴者		0		
更尽闻呼鸟，恍来报晓钟。	李白	宿无相寺		0		
烧药实堪誇，不与凡草揆。	白云仙人	其四 合穗草		0		
临玩忽云夕，杜鹃夜鸣悲。	李白	书情寄从弟邠州长史昭		0		
蚁入不足恤，柱倾何可追。	吕温	道州南楼换柱		0		
睡觉花阴芳草软，不知明月出墙东。	李中	酒醒		0		
观迹成文代结绳，皇风儒教浩然兴。	汪遵	苍颉台		0		
何当清霜飞，会子临江楼。	杜甫	毒热寄简崔评事十六弟		0		
万族皆凋枯，遂无少可乐。	李白	拟古十二首 其七		0		
银台金阙如梦中，秦皇汉武空相待。	李白	登高丘而望远		0		
旅思正茫茫，相逢此道傍。	白居易	逢张十八员外籍		0		
嗟尔石笋擅虚名，后来未识犹骏奔。	杜甫	石笋行		0		
孟光得择，梁鸿有妻。	王绩	梁鸿孟光赞		0		
穿厨孤雉过，临屋旧猿鸣。	李白	冬日归旧山		0		
萧萧和断漏，喔喔报重城。	李频	府试风雨闻鸡		0		
莫恃少年欺白首，须臾还被老相催。	方干	感时三首 其二		0		
晨兴照青镜，形影两寂莫。	白居易	叹老三首 其一		0		
钦承景福，肃奉鸿休。	不详	郊庙歌辞 武后享清庙乐章十首 第九彻俎		0		
已憩青田侧，时游丹禁前。	李峤	鹤		0		
币帛言设，礼容无爽。	不详	郊庙歌辞 享懿德太子庙乐章 登歌酌鬯		0		
启齿呈编贝，弹丝动削葱。	元稹	春六十韵		0		
饥来野店供餐饭，敢怨匙前脱粟粗。	吕从庆	避乱		0		
铜官几万人，诤讼清玉堂。	李白	赠刘都使		0		
宁归白云外，饮水卧空谷。	白居易	送王处士		0		
青冥却垂翅，蹭蹬无纵鳞。	杜甫	奉赠韦左丞丈二十二韵		0		
常闻慧远辈，题诗此岩壁。	白居易	游石门涧		0		
向言池上鹭，啄肉寝其皮。	元稹	大觜乌		0		
一诏皇城四海颁，丑戎无数束身还。	白敏中	贺收复秦原诸州诗		0		
吟哦山岳动，令人心胆摧。	李山甫	山中依韵答刘书记见赠		0		
县在华清宫北面，晓看楼殿正相当。	王建	昭应官舍书事		0		
群迁失莺羽，后凋惜长松。	李华	寄赵七侍御		0		
含星动双阙，伴月照边城。	杜甫	天河		0		
一施传心法，唯将戒定还。	王维	同崔兴宗送衡岳瑗公南归		0		
山为两乡别，月带千里貌。	王昌龄	送任五之桂林		0		
埃凝写邻镜，网结和扉鱼。	上官仪	江王太妃挽歌		0		
当风横去幰，临水卷空帷。	李商隐	向晚		0		
前者驿使来，忽枉行军诗。	岑参	虢中酬陕西甄判官见赠		0		
三阁霞明天上开，灵鼍振擂神仙出。	王毂	玉树曲		0		
海边兄弟无音息，斜日愁看绿峤曛。	李郢	山中		0		
天将雨，鸠逐妇。	不详	占雨 其四		0		
牛上直建三河鼓，鼓上三星号织女。	王希明	其二 北方七宿		0		
暧暧日暖闺，田家来致词。	王维	赠裴十迪		0		
余亦草间人，颇怀拯物情。	李白	读诸葛武侯传书怀赠长安崔少府叔封昆季		0		
当须向前去，何用起离忧。	王建	送人		0		
判知秋夕带啼还，那及春朝携手度。	王勃	河阳桥代窦郎中佳人答杨中舍		0		
但有闲销日，都无事系怀。	白居易	咏闲		0		
忆与君别年，种桃齐蛾眉。	李白	杂曲歌辞 独不见		0		
怜君古人风，重有君子儒。	白居易	哭王质夫		0		
闲倾残酒后，煖拥小炉时。	白居易	残酌晚餐		0		
此言非所戒，此言敢贻训。	元结	忝官引		0		
吟君晚丛咏，似见摧隤色。	元稹	和乐天秋题牡丹丛		0		
偶寻皇溪日欲没，早梅未尽山樱发。	吕温	衡州早春偶游黄溪口号		0		
莫惊宠辱空忧喜，莫计恩雠浪苦辛。	王维	疑梦		0		
山月晓仍在，林风凉不绝。	王缙	别辋川别业		0		
驾歘控清虚，徘徊西华馆。	《南岳魏夫人传》所引诗	次清虚真人歌二章 其一		0		
看看水没来时路，渐渐云藏望处山。	杜荀鹤	春日登楼遇雨		0		
秋草马蹄轻，角弓持弦急。	杜頠	相和歌辞 从军行		0		
绛节何年返，白云终日生。	李中	魏夫人坛		0		
孙吴纪德旧刊碑，草没蟠螭与伏龟。	朱存	金陵览古 段石冈		0		
回首苍梧深，女萝闭山鬼。	李商隐	和郑愚赠汝阳王孙家筝妓二十韵		0		
我投冰莹眼，君报水怜鱼。	元稹	哭吕衡州六首 其一		0		
怒恐撞天漏，深疑隐地形。	李洞	终南山二十韵		0		
十年罢西笑，览镜如秋霜。	李白	留别曹南群官之江南		0		
来是空言去绝踪，月斜楼上五更钟。	李商隐	无题四首 其一		0		
力稀经树歇，老困拨书眠。	杜甫	九月一日过孟十二仓曹十四主簿兄弟		0		
善始一念，千念相属。	白居易	绣阿弥陀佛赞		0		
独出间千里，相知满九州。	李端	赠故将军		0		
绮罗二八围宾榻，组练三千夹将坛。	白居易	寄太原李相公		0		
新定暮云吞故国，会稽春草入贫居。	方干	归睦州中路寄侯郎中		0		
神之降福，万国咸宁。	不详	郊庙歌辞 祀九宫贵神乐章 豫和		0		
铩翮鸾栖棘，藏锋箭在弸。	元稹	纪怀赠李六户曹崔二十功曹五十韵		0		
愿言保明德，王室伫清夷。	李白	感时留别从兄徐王延年从弟延陵		0		
分明本自从金长，谁悟偏能与水并。	还阳子	识黄芽歌		0		
宠者防悔尤，权者怀忧畏。	白居易	郡中即事		0		
已闻清比圣，复道浊如贤。	李白	月下独酌四首 其二		0		
提携采铅客，结荷水边沐。	李白	宿虾湖		0		
红颜旧来花不胜，白发如今雪相似。	王諲	后庭怨		0		
慈亲莫返拜，外礼欲无为。	皎然	送道琚上人还金陵		0		
朝含宿雨低垂泪，晚背残阳暗断肠。	李昉	牡丹盛开对之感叹寄秘阁侍郎		0		
阵云埋夏首，穷阴惨荒谷。	李百药	郢城怀古		0		
交横集斧斤，凋丧先蒲柳。	杜甫	枯棕		0		
下渍金阶露，斜分碧瓦霜。	杜牧	帘		0		
一旦咸阳宫，翻为汉朝市。	王无竞	北使长城		0		
官道柳阴阴，行宫花漠漠。	白居易	西行		0		
鸿雁离群后，成行忆日存。	李中	哭舍弟二首 其一		0		
清渭几年客，故衣今夜霜。	任翻	长安冬夜书事		0		
虚槛晚潇洒，前山碧参差。	白居易	登龙昌上寺望江南山怀钱舍人		0		
永怀青岑客，回首白云间。	王昌龄	独游		0		
寂寂离亭掩，江山此夜寒。	王勃	江亭夜月送别二首 其二		0		
纳为辅翼，专征獯戎。	李华	平原公遗德颂		0		
还持一杯酒，坐想二公欢。	李商隐	大卤平后移家到永乐县居书怀十韵寄刘韦二前辈二公尝于此县寄居		0		
复在郊郭外，正堪静者居。	元结	游潓泉示泉上学者		0		
商洛近京师，才难赴幕时。	皎然	送裴判官赴商幕		0		
莫道如云稼，今秋云不如。	白居易	太和戊申岁大有年诏赐百寮出城观稼谨书盛事以俟采诗		0		
岂不恋我家，夫婿多感恩。	李益	杂曲		0		
愁容变海色，短服改胡衣。	李白	奔亡道中五首 其二		0		
文以楚山玉，错以昆吾金。	司马逸客	雅琴篇		0		
含水弯蛾翠，登楼选马鬉。	李贺	恼公		0		
榆荚抛钱柳展眉，两人并马语行迟。	白居易	靖安北街赠李二十		0		
雁尽平沙迥，烟销大漠虚。	白行简	李都尉重阳日得苏属国书		0		
江云断续草绵连，云隔秋波树覆烟。	李绅	回望馆娃故宫		0		
嵩少心期杳莫攀，好山聊复一开颜。	李德裕	盘陀岭驿楼		0		
乃悟焚如功，来岁终受益。	吕温	道州观野火		0		
手把铜虎符，身总丈人师。	岑参	过梁州奉赠张尚书大夫公		0		
双树容听法，三车肯载书。	杜甫	酬高使君相赠		0		
那个仙经述此方，参同大易显阴阳。	吕岩	渔父词一十八首 知路		0		
巳为畴曩，呜呼哀哉。	李煜	昭惠周后诔		0		
夹岸垂杨三百里，秪应图画最相宜。	杜牧	隋堤柳		0		
庭竹垂卧内，村烟隔南阜。	李颀	裴尹东溪别业		0		
镜皎碧潭水，微波粗成文。	元稹	遣春十首 其三		0		
烟火军中幕，牛羊岭上村。	杜甫	秦州杂诗二十首 其十		0		
官罢得丝发，好买百树桑。	杜牧	冬至日寄小侄阿宜诗		0		
金玉不成宝，肉身实可惜。	缺名二	五言诗 其十		0		
蛰龙三冬卧，老鹤万里心。	杜甫	遣兴五首 其一		0		
灯火万家城四畔，星河一道水中央。	白居易	江楼夕望招客		0		
正寝初停午，频眠欲转胞。	元稹	江边四十韵		0		
灵仪好日须安历，葬事临时不敢稽。	佚名	王昭君变文 其八		0		
今已向公坟畔过，不胜怀抱暗酸辛。	李昉	吊邓洵美		0		
高风凉气来，灏景沈清源。	王建	从元太守夏宴西楼		0		
高情同客醉，子夜为人长。	李嘉祐	冬夜饶州使堂饯相公五叔赴歙州		0		
同心合带两相依，明日双朝入此微。	宋之问	花烛行		0		
石凹仙药臼，峰峭佛香炉。	白居易	和微之春日投简阳明洞天五十韵		0		
回头义经营，穷因只由你。	王梵志	诗并序 其一百		0		
贵贱交不易，恐伤中园葵。	李白	宣城送刘副使入秦		0		
石色凝秋藓，峰形若夏云。	李益	乞宽禅师瘿山罍呈宣供奉		0		
焉能履虎尾，岂用学牛刀。	不详	二斑与宁茵赋诗 其一 宁茵赋		0		
维是设像，毫光载临。	于邵	阿弥陀石像赞		0		
烟泛翠光流，岁馀霜彩重。	元稹	寺院新竹		0		
红浸珊瑚短，青悬薜荔长。	杜甫	观李固请司马弟山水图三首 其三		0		
神妙不死，惜生此身。	李白	金陵名僧頵公粉图慈亲赞		0		
兴生黄竹晚，吟断碧云秋。	栖白	怀竺法深		0		
恻怆心自悲，潺湲泪难收。	李白	江上秋怀		0		
人有七贫时，七富还相报。	王梵志	诗并序 其二		0		
少室众峰几峰别，一峰晴见一峰雪。	李颀	少室雪晴送王宁		0		
空中龙驾时回旋，左云右鹤翔翩联。	李咸用	升天行		0		
相看红旗下，饮酒白日低。	岑参	虢州郡斋南池幽兴因与阎二侍御道别		0		
裴生清通嗣，阳子盛德后。	皎然	荅裴集阳伯明二贤各垂赠二十韵今以一章用酬两作		0		
石黛刷幽草，曾青泽古苔。	李白	求崔山人百丈崖瀑布图		0		
